ID,STOPID,ORDERNUMBER,CREATIONDATE
3214421,3479565,20734386,2020-04-17 20:09:41
3214427,3479572,20650878,2020-04-17 20:09:41
3214428,3479573,20744527,2020-04-17 20:09:41
3214391,3479535,20750966,2020-04-17 19:47:30
3214393,3479537,20694751,2020-04-17 19:47:30
3214394,3479538,20657501,2020-04-17 19:47:30
3214395,3479539,20641493,2020-04-17 19:47:30
3214396,3479540,20594309,2020-04-17 19:47:30
3214397,3479541,20753738,2020-04-17 19:47:30
3214398,3479542,20694749,2020-04-17 19:47:30
3214400,3479544,20592718,2020-04-17 19:47:30
3214401,3479545,20641484,2020-04-17 19:47:30
3214403,3479547,20706852,2020-04-17 19:47:30
3214405,3479549,20657486,2020-04-17 19:47:30
3214409,3479553,20657503,2020-04-17 19:47:30
3214410,3479554,20781072,2020-04-17 19:47:30
3214411,3479554,20785951,2020-04-17 19:47:30
3214412,3479555,20594305,2020-04-17 19:47:30
3214414,3479557,20658824,2020-04-17 19:47:30
3214415,3479558,20734659,2020-04-17 19:47:30
3214413,3479556,20658801,2020-04-17 19:47:30
3214392,3479536,20743511,2020-04-17 19:47:30
3214408,3479552,20657499,2020-04-17 19:47:30
3214416,3479559,20594298,2020-04-17 19:47:30
3214402,3482123,20775382,2020-04-17 19:47:30
3214404,3479548,20626631,2020-04-17 19:47:30
3214406,3479550,20657502,2020-04-17 19:47:30
3214407,3479551,20741990,2020-04-17 19:47:30
3214399,3482128,20734689,2020-04-17 19:47:30
3214294,3479424,20706946,2020-04-17 19:45:23
3214297,3479427,20706948,2020-04-17 19:45:23
3214298,3479428,20642121,2020-04-17 19:45:23
3214302,3479432,20773948,2020-04-17 19:45:23
3214301,3482432,20657623,2020-04-17 19:45:23
3214300,3479430,20620486,2020-04-17 19:45:23
3214295,3479425,20796838,2020-04-17 19:45:23
3214296,3479426,20629336,2020-04-17 19:45:23
3214303,3479433,20700199,2020-04-17 19:45:23
3214304,3479434,20695571,2020-04-17 19:45:23
3214299,3482645,20657639,2020-04-17 19:45:23
3214254,3479379,20700352,2020-04-17 19:45:19
3214255,3479380,20708625,2020-04-17 19:45:19
3214258,3479383,20734052,2020-04-17 19:45:19
3214260,3479385,20773647,2020-04-17 19:45:19
3214247,3479372,20734078,2020-04-17 19:45:19
3214248,3479373,20653670,2020-04-17 19:45:19
3214249,3479374,20734079,2020-04-17 19:45:19
3214250,3479375,20734080,2020-04-17 19:45:19
3214251,3479376,20707318,2020-04-17 19:45:19
3214252,3479377,20620282,2020-04-17 19:45:19
3214253,3479378,20629335,2020-04-17 19:45:19
3214259,3479384,20757877,2020-04-17 19:45:19
3214261,3479386,20701339,2020-04-17 19:45:19
3214262,3479387,20695570,2020-04-17 19:45:19
3214263,3479388,20708584,2020-04-17 19:45:19
3214256,3479381,20707278,2020-04-17 19:45:19
3214257,3479382,20592788,2020-04-17 19:45:19
3214165,3479279,20675969,2020-04-17 19:45:10
3214168,3479283,20582315,2020-04-17 19:45:10
3214169,3479284,20734088,2020-04-17 19:45:10
3214171,3479287,20734053,2020-04-17 19:45:10
3214172,3479288,20582324,2020-04-17 19:45:10
3214175,3479292,20540721,2020-04-17 19:45:10
3214176,3479293,20723386,2020-04-17 19:45:10
3214178,3479295,20582332,2020-04-17 19:45:10
3214220,3479340,20758579,2020-04-17 19:45:13
3214180,3479298,20582330,2020-04-17 19:45:10
3214181,3479299,20540725,2020-04-17 19:45:10
3214182,3479300,20657695,2020-04-17 19:45:10
3214184,3479302,20629316,2020-04-17 19:45:10
3214185,3479304,20608617,2020-04-17 19:45:10
3214166,3479280,20707279,2020-04-17 19:45:10
3214167,3479282,20597944,2020-04-17 19:45:10
3214179,3479296,20622412,2020-04-17 19:45:10
3214173,3479289,20700993,2020-04-17 19:45:10
3214174,3479290,20568700,2020-04-17 19:45:10
3214177,3479294,20754797,2020-04-17 19:45:10
3214170,3486314,20708663,2020-04-17 19:45:10
3214183,3486377,20582331,2020-04-17 19:45:10
3214037,3479136,20708548,2020-04-17 19:43:56
3214039,3479138,20776000,2020-04-17 19:43:56
3214040,3479139,20698860,2020-04-17 19:43:56
3214044,3479143,20735462,2020-04-17 19:43:56
3214045,3479145,20813548,2020-04-17 19:43:56
3214046,3479146,20651732,2020-04-17 19:43:56
3214047,3479147,20627091,2020-04-17 19:43:56
3214048,3479148,20624840,2020-04-17 19:43:56
3214041,3479140,20601994,2020-04-17 19:43:56
3214042,3479141,20782521,2020-04-17 19:43:56
3214038,3479137,20677773,2020-04-17 19:43:56
3214043,3479142,20779668,2020-04-17 19:43:56
3213716,3478797,20806046,2020-04-17 19:05:07
3213718,3478799,20763239,2020-04-17 19:05:07
3213719,3478800,20779332,2020-04-17 19:05:07
3213720,3478801,20803181,2020-04-17 19:05:07
3213724,3478805,20805652,2020-04-17 19:05:07
3213726,3478807,20806552,2020-04-17 19:05:07
3213729,3478810,20776321,2020-04-17 19:05:07
3213732,3478813,20803182,2020-04-17 19:05:07
3213733,3478814,20803176,2020-04-17 19:05:07
3213738,3478818,20781211,2020-04-17 19:05:07
3213739,3478819,20804554,2020-04-17 19:05:07
3213740,3478820,20778027,2020-04-17 19:05:07
3213741,3478821,20779084,2020-04-17 19:05:07
3213750,3478831,20806651,2020-04-17 19:05:07
3213752,3478833,20806551,2020-04-17 19:05:07
3213723,3478804,20805178,2020-04-17 19:05:07
3213731,3478812,20805177,2020-04-17 19:05:07
3213734,3478815,20779325,2020-04-17 19:05:07
3213735,3478815,20779326,2020-04-17 19:05:07
3213736,3478816,20803177,2020-04-17 19:05:07
3213737,3478817,20778030,2020-04-17 19:05:07
3213742,3478822,20800466,2020-04-17 19:05:07
3213744,3478824,20779082,2020-04-17 19:05:07
3213746,3478826,20781192,2020-04-17 19:05:07
3213748,3478828,20803168,2020-04-17 19:05:07
3213749,3478830,20803191,2020-04-17 19:05:07
3213751,3478832,20793977,2020-04-17 19:05:07
3213721,3478802,20805253,2020-04-17 19:05:07
3213722,3478803,20779316,2020-04-17 19:05:07
3213730,3478811,20763230,2020-04-17 19:05:07
3213743,3478823,20803186,2020-04-17 19:05:07
3213745,3478825,20762780,2020-04-17 19:05:07
3213747,3478827,20778024,2020-04-17 19:05:07
3213727,3482529,20800467,2020-04-17 19:05:07
3213717,3478798,20779091,2020-04-17 19:05:07
3213728,3478809,20779315,2020-04-17 19:05:07
3213725,3478806,20779327,2020-04-17 19:05:07
3213649,3478725,20781208,2020-04-17 19:04:32
3213651,3478728,20806647,2020-04-17 19:04:32
3213645,3478721,20781207,2020-04-17 19:04:32
3213647,3478723,20763233,2020-04-17 19:04:32
3213650,3478726,20762782,2020-04-17 19:04:32
3213652,3478729,20779329,2020-04-17 19:04:32
3213642,3482964,20779330,2020-04-17 19:04:32
3213643,3482964,20806672,2020-04-17 19:04:32
3213644,3478720,20800465,2020-04-17 19:04:32
3213646,3478722,20803174,2020-04-17 19:04:32
3213648,3478724,20779093,2020-04-17 19:04:32
3213547,3478621,20793972,2020-04-17 19:03:57
3213550,3478624,20778032,2020-04-17 19:03:57
3213553,3478627,20805255,2020-04-17 19:03:57
3213554,3478628,20779097,2020-04-17 19:03:57
3213545,3478619,20805162,2020-04-17 19:03:56
3213549,3478623,20806556,2020-04-17 19:03:57
3213552,3478626,20806550,2020-04-17 19:03:57
3213546,3478620,20805160,2020-04-17 19:03:57
3213548,3478622,20761641,2020-04-17 19:03:57
3213551,3478625,20781194,2020-04-17 19:03:57
3213541,3478614,20763235,2020-04-17 19:03:53
3213540,3478613,20757694,2020-04-17 19:03:53
3213542,3478615,20779088,2020-04-17 19:03:53
3213543,3478616,20806646,2020-04-17 19:03:53
3213544,3478617,20805166,2020-04-17 19:03:53
3213539,3482575,20779083,2020-04-17 19:03:53
3213513,3478583,20674863,2020-04-17 18:53:25
3213514,3478584,20548025,2020-04-17 18:53:25
3213430,3478500,20701156,2020-04-17 18:53:17
3213431,3478501,20707460,2020-04-17 18:53:17
3213433,3478503,20700678,2020-04-17 18:53:17
3213434,3478504,20802554,2020-04-17 18:53:17
3213435,3478505,20674854,2020-04-17 18:53:17
3213436,3478506,20695854,2020-04-17 18:53:17
3213437,3478507,20676467,2020-04-17 18:53:17
3213438,3478508,20675450,2020-04-17 18:53:17
3213423,3478493,20701165,2020-04-17 18:53:17
3213424,3478494,20402642,2020-04-17 18:53:17
3213426,3478496,20626485,2020-04-17 18:53:17
3213427,3478497,20701151,2020-04-17 18:53:17
3213428,3478498,20657805,2020-04-17 18:53:17
3213425,3478495,20642676,2020-04-17 18:53:17
3213429,3478499,20642671,2020-04-17 18:53:17
3213432,3478502,20695413,2020-04-17 18:53:17
3213388,3478455,20628923,2020-04-17 18:51:02
3213396,3478463,20628925,2020-04-17 18:51:02
3213401,3478469,20774502,2020-04-17 18:51:02
3213394,3478461,20774493,2020-04-17 18:51:02
3213398,3478466,20628919,2020-04-17 18:51:02
3213400,3478468,20628932,2020-04-17 18:51:02
3213406,3478474,20707160,2020-04-17 18:51:02
3213407,3478475,20708110,2020-04-17 18:51:02
3213389,3478456,20707592,2020-04-17 18:51:02
3213390,3478457,20774462,2020-04-17 18:51:02
3213391,3478458,20628922,2020-04-17 18:51:02
3213392,3478459,20739049,2020-04-17 18:51:02
3213393,3478460,20774496,2020-04-17 18:51:02
3213395,3478462,20787010,2020-04-17 18:51:02
3213397,3478464,20628931,2020-04-17 18:51:02
3213399,3478467,20723357,2020-04-17 18:51:02
3213402,3478470,20552942,2020-04-17 18:51:02
3213403,3478471,20628924,2020-04-17 18:51:02
3213405,3478473,20628934,2020-04-17 18:51:02
3213294,3478346,20773747,2020-04-17 18:16:24
3213286,3478338,20657093,2020-04-17 18:16:24
3213290,3478342,20627027,2020-04-17 18:16:24
3213292,3478344,20627042,2020-04-17 18:16:24
3213293,3478345,20389815,2020-04-17 18:16:24
3213287,3478339,20552907,2020-04-17 18:16:24
3213288,3478340,20626999,2020-04-17 18:16:24
3213289,3478341,20627005,2020-04-17 18:16:24
3213291,3478343,20627012,2020-04-17 18:16:24
3213296,3478349,20627025,2020-04-17 18:16:24
3213297,3478350,20626996,2020-04-17 18:16:24
3213295,3478347,20773748,2020-04-17 18:16:24
3213045,3478055,20674040,2020-04-17 15:59:41
3213046,3478056,20673228,2020-04-17 15:59:41
3213051,3478061,20698980,2020-04-17 15:59:41
3213052,3478062,20699955,2020-04-17 15:59:41
3213054,3478064,20754330,2020-04-17 15:59:41
3213057,3478067,20754331,2020-04-17 15:59:41
3213047,3478057,20629797,2020-04-17 15:59:41
3213048,3478058,20500821,2020-04-17 15:59:41
3213050,3478060,20757613,2020-04-17 15:59:41
3213044,3478054,20620623,2020-04-17 15:59:41
3213049,3478059,20778960,2020-04-17 15:59:41
3213055,3482110,20757614,2020-04-17 15:59:41
3213056,3482112,20621263,2020-04-17 15:59:41
3213053,3482135,20761615,2020-04-17 15:59:41
3212999,3478005,20773140,2020-04-17 15:26:12
3213001,3478007,20701048,2020-04-17 15:26:12
3213002,3478008,20775354,2020-04-17 15:26:12
3213003,3478009,20709647,2020-04-17 15:26:12
3213004,3478010,20674625,2020-04-17 15:26:12
3213006,3478012,20707580,2020-04-17 15:26:12
3213005,3478011,20701058,2020-04-17 15:26:12
3213007,3478013,20389642,2020-04-17 15:26:12
3213008,3478014,20707570,2020-04-17 15:26:12
3213009,3478015,20759875,2020-04-17 15:26:12
3213000,3482107,20775353,2020-04-17 15:26:12
3212970,3477973,20735461,2020-04-17 15:26:07
3212975,3477978,20641189,2020-04-17 15:26:07
3212976,3477979,20753748,2020-04-17 15:26:07
3212978,3477982,20709654,2020-04-17 15:26:07
3212977,3477980,20753760,2020-04-17 15:26:07
3212979,3477983,20774537,2020-04-17 15:26:07
3212980,3477984,20709653,2020-04-17 15:26:07
3212971,3477974,20735451,2020-04-17 15:26:07
3212972,3477975,20735450,2020-04-17 15:26:07
3212974,3477977,20676508,2020-04-17 15:26:07
3212973,3482139,20676521,2020-04-17 15:26:07
3212910,3477899,20747427,2020-04-17 14:55:37
3212911,3477900,20549433,2020-04-17 14:55:37
3212912,3477901,20517433,2020-04-17 14:55:37
3212913,3477902,20774532,2020-04-17 14:55:37
3212904,3477893,20774531,2020-04-17 14:55:36
3212905,3477894,20641215,2020-04-17 14:55:36
3212906,3477895,20774526,2020-04-17 14:55:36
3212907,3477896,20709651,2020-04-17 14:55:36
3212909,3477898,20692638,2020-04-17 14:55:36
3212908,3482192,20774517,2020-04-17 14:55:36
3212903,3482189,20549411,2020-04-17 14:55:36
3212885,3477872,20779638,2020-04-17 14:55:31
3212886,3477873,20802362,2020-04-17 14:55:31
3212887,3477874,20674619,2020-04-17 14:55:31
3212888,3477875,20707555,2020-04-17 14:55:31
3212892,3477879,20780689,2020-04-17 14:55:31
3212893,3477881,20802373,2020-04-17 14:55:31
3212889,3477876,20674623,2020-04-17 14:55:31
3212890,3477877,20781010,2020-04-17 14:55:31
3212891,3477878,20780690,2020-04-17 14:55:31
3212806,3477655,20674866,2020-04-16 22:15:58
3212807,3477656,20642667,2020-04-16 22:15:58
3212808,3477657,20626486,2020-04-16 22:15:58
3212809,3477658,20709417,2020-04-16 22:15:58
3212810,3477659,20657777,2020-04-16 22:15:58
3212811,3477660,20749880,2020-04-16 22:15:58
3212812,3477661,20756449,2020-04-16 22:15:58
3212816,3477665,20700672,2020-04-16 22:15:58
3212817,3477666,20709390,2020-04-16 22:15:58
3212813,3477662,20754168,2020-04-16 22:15:58
3212814,3477663,20657823,2020-04-16 22:15:58
3212815,3477664,20757545,2020-04-16 22:15:58
3212818,3477667,20729836,2020-04-16 22:15:58
3212819,3477668,20755779,2020-04-16 22:15:58
3212820,3477669,20626503,2020-04-16 22:15:58
3212821,3477670,20709386,2020-04-16 22:15:58
3212726,3477570,20658856,2020-04-16 22:15:47
3212727,3477571,20695356,2020-04-16 22:15:47
3212728,3477572,20700763,2020-04-16 22:15:47
3212729,3477573,20676480,2020-04-16 22:15:47
3212730,3477574,20677639,2020-04-16 22:15:47
3212731,3477575,20686394,2020-04-16 22:15:47
3212732,3477576,20642695,2020-04-16 22:15:47
3212733,3477577,20776093,2020-04-16 22:15:47
3212734,3477578,20740895,2020-04-16 22:15:47
3212736,3477580,20751130,2020-04-16 22:15:47
3212742,3477586,20700817,2020-04-16 22:15:47
3212735,3477579,20700770,2020-04-16 22:15:47
3212738,3477582,20657835,2020-04-16 22:15:47
3212739,3477583,20701231,2020-04-16 22:15:47
3212740,3477584,20763182,2020-04-16 22:15:47
3212737,3477581,20735101,2020-04-16 22:15:47
3212741,3477585,20695862,2020-04-16 22:15:47
3212710,3477554,20750458,2020-04-16 22:15:46
3212713,3477557,20675524,2020-04-16 22:15:46
3212714,3477558,20676445,2020-04-16 22:15:46
3212717,3477561,20709404,2020-04-16 22:15:46
3212718,3477562,20675206,2020-04-16 22:15:46
3212719,3477563,20694880,2020-04-16 22:15:46
3212720,3477564,20694436,2020-04-16 22:15:46
3212722,3477566,20709419,2020-04-16 22:15:46
3212723,3477567,20695386,2020-04-16 22:15:46
3212725,3477569,20734757,2020-04-16 22:15:46
3212711,3477555,20695872,2020-04-16 22:15:46
3212712,3477556,20626497,2020-04-16 22:15:46
3212715,3477559,20548215,2020-04-16 22:15:46
3212716,3477560,20714922,2020-04-16 22:15:46
3212721,3477565,20676105,2020-04-16 22:15:46
3212724,3477568,20695363,2020-04-16 22:15:46
3212699,3477542,20705889,2020-04-16 22:15:44
3212700,3477543,20741483,2020-04-16 22:15:44
3212701,3477544,20700676,2020-04-16 22:15:44
3212702,3477545,20700656,2020-04-16 22:15:44
3212703,3477546,20740721,2020-04-16 22:15:44
3212694,3477537,20733230,2020-04-16 22:15:44
3212695,3477538,20700665,2020-04-16 22:15:44
3212696,3477539,20700655,2020-04-16 22:15:44
3212697,3477540,20739720,2020-04-16 22:15:44
3212698,3477541,20695380,2020-04-16 22:15:44
3212705,3477548,20657779,2020-04-16 22:15:44
3212704,3477547,20700752,2020-04-16 22:15:44
3212708,3477551,20748826,2020-04-16 22:15:44
3212709,3477552,20735099,2020-04-16 22:15:44
3212706,3477549,20718835,2020-04-16 22:15:44
3212707,3477550,20737091,2020-04-16 22:15:44
3212679,3477521,20748696,2020-04-16 22:15:43
3212680,3477522,20727287,2020-04-16 22:15:43
3212682,3477524,20700685,2020-04-16 22:15:43
3212683,3477525,20695357,2020-04-16 22:15:43
3212684,3477526,20710521,2020-04-16 22:15:43
3212685,3477527,20695374,2020-04-16 22:15:43
3212686,3477528,20700691,2020-04-16 22:15:43
3212687,3477529,20714200,2020-04-16 22:15:43
3212689,3477531,20695372,2020-04-16 22:15:43
3212690,3477532,20676087,2020-04-16 22:15:43
3212688,3477530,20676596,2020-04-16 22:15:43
3212691,3477533,20740857,2020-04-16 22:15:43
3212692,3477534,20700788,2020-04-16 22:15:43
3212693,3477535,20657822,2020-04-16 22:15:43
3212617,3477457,20658895,2020-04-16 22:15:38
3212618,3477458,20735105,2020-04-16 22:15:39
3212619,3477459,20754984,2020-04-16 22:15:39
3212620,3477460,20675544,2020-04-16 22:15:39
3212621,3477461,20548234,2020-04-16 22:15:39
3212622,3477462,20762434,2020-04-16 22:15:39
3212623,3477463,20626533,2020-04-16 22:15:39
3212624,3477464,20695418,2020-04-16 22:15:39
3212629,3477469,20754962,2020-04-16 22:15:39
3212630,3477470,20626489,2020-04-16 22:15:39
3212631,3477471,20770641,2020-04-16 22:15:39
3212628,3477468,20720696,2020-04-16 22:15:39
3212625,3477465,20757906,2020-04-16 22:15:39
3212626,3477466,20548242,2020-04-16 22:15:39
3212627,3477467,20739339,2020-04-16 22:15:39
3212581,3477420,20694446,2020-04-16 22:02:17
3212575,3477414,20641913,2020-04-16 22:02:17
3212576,3477415,20662707,2020-04-16 22:02:17
3212577,3477416,20620831,2020-04-16 22:02:17
3212578,3477417,20325044,2020-04-16 22:02:17
3212579,3477418,20656610,2020-04-16 22:02:17
3212580,3477419,20694445,2020-04-16 22:02:17
3212583,3477422,20700794,2020-04-16 22:02:17
3212573,3477412,20325037,2020-04-16 22:02:17
3212574,3477413,20325033,2020-04-16 22:02:17
3212582,3477421,20639991,2020-04-16 22:02:17
3212532,3477370,20700780,2020-04-16 22:02:13
3212533,3477371,20642705,2020-04-16 22:02:13
3212534,3477372,20709405,2020-04-16 22:02:13
3212536,3477374,20757602,2020-04-16 22:02:13
3212537,3477375,20709403,2020-04-16 22:02:13
3212538,3477376,20700083,2020-04-16 22:02:13
3212539,3477377,20709408,2020-04-16 22:02:13
3212535,3477373,20548230,2020-04-16 22:02:13
3212540,3477378,20709414,2020-04-16 22:02:13
3212541,3477379,20709389,2020-04-16 22:02:13
3212542,3477380,20735081,2020-04-16 22:02:13
3212543,3477381,20701152,2020-04-16 22:02:13
3212544,3477382,20701177,2020-04-16 22:02:13
3212545,3477384,20657798,2020-04-16 22:02:13
3212509,3477346,20758860,2020-04-16 21:51:11
3212520,3477357,20568401,2020-04-16 21:51:11
3212510,3477347,20621284,2020-04-16 21:51:11
3212512,3477349,20440008,2020-04-16 21:51:11
3212513,3477350,20608623,2020-04-16 21:51:11
3212514,3477351,20581264,2020-04-16 21:51:11
3212518,3477355,20620276,2020-04-16 21:51:11
3212519,3477356,20404344,2020-04-16 21:51:11
3212521,3477358,20753986,2020-04-16 21:51:11
3212523,3477360,20757669,2020-04-16 21:51:11
3212515,3477352,20761484,2020-04-16 21:51:11
3212522,3477359,20582296,2020-04-16 21:51:11
3212516,3477353,20720703,2020-04-16 21:51:11
3212517,3477354,20783229,2020-04-16 21:51:11
3212511,3477348,20763161,2020-04-16 21:51:11
3212438,3477271,20439988,2020-04-16 21:51:03
3212441,3477274,20621265,2020-04-16 21:51:03
3212445,3477278,20585302,2020-04-16 21:51:03
3212437,3477711,20518212,2020-04-16 21:51:03
3212428,3477261,20700988,2020-04-16 21:51:03
3212429,3477262,20700383,2020-04-16 21:51:03
3212430,3477263,20628856,2020-04-16 21:51:03
3212431,3477264,20440002,2020-04-16 21:51:03
3212432,3477265,20699547,2020-04-16 21:51:03
3212436,3477269,20581954,2020-04-16 21:51:03
3212444,3477277,20439998,2020-04-16 21:51:03
3212433,3477266,20742905,2020-04-16 21:51:03
3212434,3477267,20627138,2020-04-16 21:51:03
3212442,3477275,20743281,2020-04-16 21:51:03
3212443,3477276,20271743,2020-04-16 21:51:03
3212435,3477268,20612572,2020-04-16 21:51:03
3212439,3477272,20658930,2020-04-16 21:51:03
3212440,3477273,20620223,2020-04-16 21:51:03
3212398,3477230,20692055,2020-04-16 21:50:58
3212399,3477231,20727458,2020-04-16 21:50:58
3212400,3477232,20629554,2020-04-16 21:50:58
3212401,3477233,20620266,2020-04-16 21:50:58
3212402,3477234,20620626,2020-04-16 21:50:58
3212404,3477236,20678408,2020-04-16 21:50:58
3212405,3477237,20272644,2020-04-16 21:50:58
3212409,3477242,20702457,2020-04-16 21:51:01
3212410,3477243,20702458,2020-04-16 21:51:01
3212411,3477244,20466707,2020-04-16 21:51:01
3212412,3477245,20698286,2020-04-16 21:51:01
3212413,3477246,20620620,2020-04-16 21:51:01
3212414,3477247,20627144,2020-04-16 21:51:01
3212415,3477248,20621057,2020-04-16 21:51:01
3212416,3477249,20621276,2020-04-16 21:51:01
3212422,3477255,20440006,2020-04-16 21:51:01
3212417,3477250,20628860,2020-04-16 21:51:01
3212419,3477252,20620278,2020-04-16 21:51:01
3212420,3477253,20757797,2020-04-16 21:51:01
3212421,3477254,20774658,2020-04-16 21:51:01
3212423,3477256,20628855,2020-04-16 21:51:01
3212424,3477257,20620638,2020-04-16 21:51:01
3212425,3477258,20620631,2020-04-16 21:51:01
3212426,3477259,20621299,2020-04-16 21:51:01
3212427,3477260,20749917,2020-04-16 21:51:01
3212403,3477235,20692053,2020-04-16 21:50:58
3212418,3478083,20621295,2020-04-16 21:51:01
3212378,3477209,20708638,2020-04-16 21:41:01
3212379,3477210,20596244,2020-04-16 21:41:01
3212380,3477211,20596243,2020-04-16 21:41:01
3212381,3477212,20596242,2020-04-16 21:41:01
3212382,3477213,20642908,2020-04-16 21:41:01
3212376,3477206,20740844,2020-04-16 21:41:01
3212377,3477207,20695061,2020-04-16 21:41:01
3212383,3477214,20774261,2020-04-16 21:41:01
3212384,3477215,20735071,2020-04-16 21:41:01
3212375,3477722,20694569,2020-04-16 21:41:01
3212335,3477162,20657595,2020-04-16 21:31:59
3212337,3477164,20547914,2020-04-16 21:31:59
3212336,3477163,20620799,2020-04-16 21:31:59
3212333,3477160,20582318,2020-04-16 21:31:59
3212334,3477161,20734048,2020-04-16 21:31:59
3212338,3477165,20403830,2020-04-16 21:31:59
3212339,3477166,20695592,2020-04-16 21:31:59
3212340,3477167,20609241,2020-04-16 21:31:59
3212318,3477142,20620311,2020-04-16 21:31:57
3212320,3477145,20675050,2020-04-16 21:31:57
3212322,3477147,20675972,2020-04-16 21:31:57
3212324,3477150,20780906,2020-04-16 21:31:57
3212325,3477151,20629557,2020-04-16 21:31:57
3212326,3477152,20707065,2020-04-16 21:31:57
3212327,3477153,20657638,2020-04-16 21:31:57
3212331,3477158,20658938,2020-04-16 21:31:57
3212317,3477141,20700211,2020-04-16 21:31:57
3212319,3477144,20658940,2020-04-16 21:31:57
3212321,3477146,20675966,2020-04-16 21:31:57
3212323,3477149,20784048,2020-04-16 21:31:57
3212328,3477154,20708592,2020-04-16 21:31:57
3212329,3477155,20699548,2020-04-16 21:31:57
3212330,3477156,20658937,2020-04-16 21:31:57
3212314,3477136,20751415,2020-04-16 21:18:01
3212315,3477137,20734770,2020-04-16 21:18:01
3212316,3477138,20658488,2020-04-16 21:18:01
3212029,3476833,20675266,2020-04-16 20:56:44
3212030,3476834,20675274,2020-04-16 20:56:44
3212028,3476831,20443035,2020-04-16 20:56:44
3212016,3476819,20707581,2020-04-16 20:56:44
3212017,3476820,20658485,2020-04-16 20:56:44
3212018,3476821,20658540,2020-04-16 20:56:44
3212019,3476822,20552924,2020-04-16 20:56:44
3212020,3476823,20675329,2020-04-16 20:56:44
3212027,3476830,20568581,2020-04-16 20:56:44
3212032,3476836,20552912,2020-04-16 20:56:44
3212014,3476817,20675320,2020-04-16 20:56:44
3212015,3476818,20568910,2020-04-16 20:56:44
3212026,3476829,20658497,2020-04-16 20:56:44
3212031,3476835,20595929,2020-04-16 20:56:44
3212021,3476824,20568616,2020-04-16 20:56:44
3212022,3476825,20602406,2020-04-16 20:56:44
3212023,3476826,20443024,2020-04-16 20:56:44
3212024,3476827,20658499,2020-04-16 20:56:44
3212025,3478238,20658498,2020-04-16 20:56:44
3211852,3476641,20581117,2020-04-16 20:42:16
3211854,3476644,20620634,2020-04-16 20:42:16
3211855,3476645,20540366,2020-04-16 20:42:16
3211861,3476651,20757605,2020-04-16 20:42:16
3211862,3476652,20708141,2020-04-16 20:42:16
3211863,3476653,20569246,2020-04-16 20:42:16
3211864,3476654,20748548,2020-04-16 20:42:16
3211869,3476660,20620637,2020-04-16 20:42:16
3211876,3476667,20592987,2020-04-16 20:42:16
3211879,3476670,20581274,2020-04-16 20:42:16
3211880,3476671,20547928,2020-04-16 20:42:16
3211853,3476643,20642111,2020-04-16 20:42:16
3211856,3476646,20641871,2020-04-16 20:42:16
3211857,3476647,20641874,2020-04-16 20:42:16
3211881,3476672,20700208,2020-04-16 20:42:16
3211884,3476675,20581108,2020-04-16 20:42:16
3211885,3476677,20642116,2020-04-16 20:42:16
3211858,3476648,20706961,2020-04-16 20:42:16
3211859,3476649,20642114,2020-04-16 20:42:16
3211860,3476650,20641848,2020-04-16 20:42:16
3211865,3476655,20593680,2020-04-16 20:42:16
3211866,3476656,20181423,2020-04-16 20:42:16
3211867,3476657,20642101,2020-04-16 20:42:16
3211868,3476659,20657661,2020-04-16 20:42:16
3211870,3476661,20641858,2020-04-16 20:42:16
3211871,3476662,20621075,2020-04-16 20:42:16
3211872,3476663,20609212,2020-04-16 20:42:16
3211878,3476669,20733489,2020-04-16 20:42:16
3211882,3476673,20403141,2020-04-16 20:42:16
3211877,3476668,20596735,2020-04-16 20:42:16
3211851,3478314,20641864,2020-04-16 20:42:16
3211873,3476664,20701007,2020-04-16 20:42:16
3211874,3476665,20755239,2020-04-16 20:42:16
3211875,3476666,20581435,2020-04-16 20:42:16
3211604,3476369,20676563,2020-04-16 20:28:09
3211605,3476370,20593530,2020-04-16 20:28:09
3211606,3476371,20699707,2020-04-16 20:28:09
3211607,3476372,20658628,2020-04-16 20:28:09
3211608,3476373,20641672,2020-04-16 20:28:09
3211609,3476374,20674887,2020-04-16 20:28:09
3211623,3476388,20702277,2020-04-16 20:28:09
3211610,3476375,20695284,2020-04-16 20:28:09
3211611,3476376,20699712,2020-04-16 20:28:09
3211612,3476377,20621139,2020-04-16 20:28:09
3211614,3476379,20641679,2020-04-16 20:28:09
3211615,3476380,20621214,2020-04-16 20:28:09
3211613,3476378,20726954,2020-04-16 20:28:09
3211617,3476382,20696096,2020-04-16 20:28:09
3211618,3476383,20696087,2020-04-16 20:28:09
3211619,3476384,20696119,2020-04-16 20:28:09
3211620,3476385,20696112,2020-04-16 20:28:09
3211621,3476386,20641693,2020-04-16 20:28:09
3211622,3476387,20696060,2020-04-16 20:28:09
3211626,3476392,20482220,2020-04-16 20:28:09
3211616,3476381,20593515,2020-04-16 20:28:09
3211562,3476325,20674748,2020-04-16 20:28:04
3211564,3476327,20592178,2020-04-16 20:28:04
3211565,3476329,20547438,2020-04-16 20:28:04
3211567,3476331,20680562,2020-04-16 20:28:04
3211568,3476332,20641295,2020-04-16 20:28:04
3211563,3476326,20484891,2020-04-16 20:28:04
3211566,3476330,20540166,2020-04-16 20:28:04
3211550,3476311,20712366,2020-04-16 20:28:01
3211552,3476313,20736992,2020-04-16 20:28:01
